parameters;n_neighbors;min_dist;min_cluster;min_sample;topic_coherence;nr_topics;avg_similarity;topics
n_neighbors = 10 min_dist = 0.1 min_cluster = 10 min_sample = 2;10.0;0.1;10.0;2.0;0.38398138171682017;27.0;0.7666197287258204;"0_pädagogen_schulen_elementarpädagogik_weiterentwicklung; 1_evaluierung_polizei_stärkung_sicherheit; 2_klimaschutz_maßnahmen_sanierung_öffentliche; 3_internationaler_eu_außenpolitik_österreichs; 4_verkehr_öffentlichen_einsatz_luftfahrt; 5_umsetzung_green_klimaschutz_europa; 6_integration_migration_asyl_integrationsmaßnahmen; 7_gebietskörperschaften_prüfung_gemeinden_bediensteten; 8_prüfung_schlepperei_unternehmen_verfahren; 9_bekennt_risikokapital_verantwortung_investoren; 10_digitale_digitalisierung_unternehmen_bürgerinnen; 11_pflege_versorgung_angehörigen_menschen; 12_verwaltung_digitalen_plattformen_orf; 13_positionierung_gap_bio_euro; 14_mikroplastik_kostenwahrheit_entlastung_co; 15_familien_kinder_kindern_kinderbetreuung; 16_eu_innovation_wasserstoff_österreichs; 17_rechenschaftsberichts_transparenz_wahlwerbungsausgaben_informationen; 18_hochschulen_wissenstransfer_forschung_wissenschaft; 19_tourismus_plan_masterplan_tourismusbetriebe; 20_sport_sportförderung_sports_förderung; 21_islamischen_mädchen_weitere_kindern; 22_bundesheer_bundesheers_frontex_grundwehrdienstes; 23_forschung_grundlagenforschung_fwf_austria; 24_gesundheit_menschen_schulen_altersarmut; 25_männern_arbeit_kunst_frauen; 26_wahlkommissionen_prüfung_wahlberechtigten_stimmen"
n_neighbors = 10 min_dist = 0.1 min_cluster = 15 min_sample = 3;10.0;0.1;15.0;3.0;0.34635928505112273;16.0;0.8109054241883621;"0_österreichs_eu_kunst_kultur; 1_schulen_pädagogen_weiterentwicklung_pädagogischen; 2_evaluierung_polizei_prüfung_stärkung; 3_klimaschutz_maßnahmen_sanierung_öffentliche; 4_umsetzung_maßnahmen_europa_green; 5_pflege_familien_versorgung_kinder; 6_verkehr_öffentlichen_einsatz_ausbau; 7_gemeinden_prüfung_schaffung_gebietskörperschaften; 8_forschung_hochschulen_grundlagenforschung_wissenschaft; 9_rechenschaftsberichts_transparenz_wahlwerbungsausgaben_parteien; 10_bekennt_verantwortung_risikokapital_nachhaltige; 11_prüfung_unternehmen_schlepperei_möglichkeit; 12_digitale_digitalisierung_unternehmen_bürgerinnen; 13_digitalen_plattformen_verwaltung_bereich; 14_positionierung_gap_euro_bio; 15_mikroplastik_entlastung_steuersystem_steuer"
n_neighbors = 10 min_dist = 0.1 min_cluster = 20 min_sample = 5;10.0;0.1;20.0;5.0;0.3465436965025662;13.0;0.8206840889125662;"0_eu_kunst_österreichs_stärkung; 1_digitale_digitalisierung_forschung_bereich; 2_schulen_pädagogen_weiterentwicklung_pädagogischen; 3_evaluierung_prüfung_stärkung_polizei; 4_pflege_menschen_familien_ausbau; 5_klimaschutz_maßnahmen_sanierung_öffentliche; 6_umsetzung_europa_maßnahmen_green; 7_verkehr_öffentlichen_einsatz_ausbau; 8_prüfung_schaffung_gebietskörperschaften_gemeinden; 9_bekennt_verantwortung_nachhaltige_risikokapital; 10_prüfung_rechtssicherheit_unternehmen_berücksichtigung; 11_rechenschaftsberichts_transparenz_wahlwerbungsausgaben_parteien; 12_positionierung_euro_gap_bio"
n_neighbors = 10 min_dist = 0.1 min_cluster = 25 min_sample = 6;10.0;0.1;25.0;6.0;0.3506601420139758;10.0;0.8202422147956492;"0_eu_kunst_stärkung_österreichs; 1_digitale_forschung_digitalisierung_bereich; 2_schulen_pädagogen_weiterentwicklung_pädagogischen; 3_bekennt_gemeinsame_prüfung_verantwortung; 4_pflege_menschen_familien_ausbau; 5_evaluierung_polizei_stärkung_sicherheit; 6_prüfung_transparenz_rechenschaftsberichts_informationen; 7_klimaschutz_maßnahmen_sanierung_gas; 8_umsetzung_europa_maßnahmen_klimaschutz; 9_verkehr_öffentlichen_einsatz_ausbau"
n_neighbors = 10 min_dist = 0.1 min_cluster = 30 min_sample = 7;10.0;0.1;30.0;7.0;0.39577718605536016;8.0;0.8193897862822003;"0_prüfung_stärkung_evaluierung_schaffung; 1_eu_kunst_stärkung_integration; 2_digitale_forschung_digitalen_bereich; 3_schulen_pädagogen_weiterentwicklung_pädagogischen; 4_pflege_menschen_familien_ausbau; 5_klimaschutz_maßnahmen_sanierung_gas; 6_umsetzung_ebene_maßnahmen_europa; 7_verkehr_öffentlichen_einsatz_ausbau"
n_neighbors = 10 min_dist = 0.25 min_cluster = 10 min_sample = 2;10.0;0.25;10.0;2.0;0.2572315743077175;1.0;1.0000000000000002;1_sport_förderung_rahmenbedingungen_sportförderung
n_neighbors = 10 min_dist = 0.25 min_cluster = 15 min_sample = 3;10.0;0.25;15.0;3.0;0.33132596525162517;17.0;0.8095840406123944;"0_eu_kunst_stärkung_kultur; 1_schulen_pädagogen_weiterentwicklung_pädagogischen; 2_klimaschutz_maßnahmen_sanierung_öffentliche; 3_umsetzung_green_maßnahmen_klimaschutz; 4_verkehr_öffentlichen_einsatz_ausbau; 5_schaffung_evaluierung_stärkung_berücksichtigung; 6_forschung_hochschulen_grundlagenforschung_wissenschaft; 7_gesundheit_schulen_euro_positionierung; 8_rechenschaftsberichts_transparenz_wahlwerbungsausgaben_parteien; 9_bekennt_verantwortung_risikokapital_nachhaltige; 10_pflege_versorgung_menschen_angehörigen; 11_digitale_digitalisierung_unternehmen_digitalen; 12_prüfung_unternehmen_schlepperei_möglichkeit; 13_digitalen_plattformen_verwaltung_bereich; 14_prüfung_gebietskörperschaften_schaffung_gemeinden; 15_mikroplastik_entlastung_steuersystem_steuer; 16_familien_kinder_kindern_eltern"
n_neighbors = 10 min_dist = 0.25 min_cluster = 20 min_sample = 5;10.0;0.25;20.0;5.0;0.37919167615942356;12.0;0.818055991455922;"0_integration_migration_eu_europäischen; 1_schulen_pädagogen_weiterentwicklung_elementarpädagogik; 2_bekennt_prüfung_menschen_verantwortung; 3_klimaschutz_maßnahmen_sanierung_gas; 4_polizei_sicherheit_schaffung_evaluierung; 5_digitale_digitalen_digitalisierung_verwaltung; 6_verkehr_öffentlichen_einsatz_ausbau; 7_pflege_familien_kinder_versorgung; 8_umsetzung_maßnahmen_klimaschutz_green; 9_forschung_hochschulen_grundlagenforschung_wissenschaft; 10_rechenschaftsberichts_transparenz_wahlwerbungsausgaben_parteien; 11_prüfung_möglichkeit_weiterentwicklung_verfahren"
n_neighbors = 10 min_dist = 0.25 min_cluster = 25 min_sample = 6;10.0;0.25;25.0;6.0;0.35527456005872066;9.0;0.8197461532002077;"0_prüfung_evaluierung_stärkung_schaffung; 1_integration_europäischen_migration_stärkung; 2_forschung_digitale_digitalen_bereich; 3_schulen_pädagogen_weiterentwicklung_elementarpädagogik; 4_klimaschutz_maßnahmen_sanierung_gas; 5_bekennt_prüfung_schaffung_gebietskörperschaften; 6_verkehr_öffentlichen_einsatz_ausbau; 7_pflege_kinder_ausbau_menschen; 8_umsetzung_maßnahmen_green_ebene"
n_neighbors = 10 min_dist = 0.25 min_cluster = 30 min_sample = 7;10.0;0.25;30.0;7.0;0.37869659706929804;7.0;0.8375402433625556;"0_europäischen_migration_stärkung_integration; 1_prüfung_evaluierung_stärkung_schaffung; 2_maßnahmen_bekennt_prüfung_klimaschutz; 3_forschung_digitale_digitalen_bereich; 4_schulen_pädagogen_weiterentwicklung_elementarpädagogik; 5_pflege_menschen_familien_kinder; 6_verkehr_öffentlichen_einsatz_ausbau"
n_neighbors = 20 min_dist = 0.0 min_cluster = 10 min_sample = 2;20.0;0.0;10.0;2.0;0.3573195134440534;22.0;0.7621849983543171;"0_österreichs_kunst_kultur_stärkung; 1_schulen_pädagogen_pädagogischen_weiterentwicklung; 2_klimaschutz_maßnahmen_öffentliche_sanierung; 3_umsetzung_ebene_landwirtschaft_europa; 4_verkehr_öffentlichen_einsatz_bahn; 5_evaluierung_bekämpfung_prüfung_schaffung; 6_gebietskörperschaften_prüfung_schaffung_gemeinden; 7_digitale_daten_unternehmen_digitalisierung; 8_forschung_hochschulen_wissenschaft_wissenstransfer; 9_digitalen_digitale_plattformen_verwaltung; 10_rechenschaftsberichts_transparenz_wahlwerbungsausgaben_parteien; 11_pflege_versorgung_menschen_angehörigen; 12_bekennt_verantwortung_risikokapital_startups; 13_prüfung_schlepperei_verfahren_möglichkeit; 14_polizei_frauen_gewalt_gewaltschutz; 15_mikroplastik_entlastung_steuersystem_steuer; 16_euro_millionen_fonds_entwicklungsbank; 17_sport_sportförderung_sports_förderung; 18_tourismus_plan_masterplan_tourismusbetriebe; 19_union_mitgliedstaaten_europäischen_europa; 20_kindern_familien_kinderbetreuung_kinder; 21_gesundheit_menschen_schulen_altersarmut"
n_neighbors = 20 min_dist = 0.0 min_cluster = 15 min_sample = 3;20.0;0.0;15.0;3.0;0.3429793893130554;16.0;0.7978919123225172;"0_kunst_österreichs_kultur_integration; 1_schulen_pädagogen_weiterentwicklung_pädagogischen; 2_umsetzung_ebene_europäischer_euro; 3_klimaschutz_maßnahmen_öffentliche_sanierung; 4_tourismus_verkehr_öffentlichen_einsatz; 5_pflege_menschen_familien_maßnahmen; 6_prüfung_gebietskörperschaften_schaffung_gemeinden; 7_forschung_hochschulen_grundlagenforschung_wissenschaft; 8_evaluierung_prüfung_schaffung_stärkung; 9_digitale_unternehmen_daten_digitalisierung; 10_rechenschaftsberichts_transparenz_wahlwerbungsausgaben_parteien; 11_bekennt_verantwortung_risikokapital_nachhaltige; 12_digitalen_digitale_plattformen_berücksichtigung; 13_prüfung_schlepperei_möglichkeit_verfahren; 14_polizei_frauen_gewalt_gewaltschutz; 15_mikroplastik_entlastung_steuersystem_steuer"
n_neighbors = 20 min_dist = 0.0 min_cluster = 20 min_sample = 5;20.0;0.0;20.0;5.0;0.4527662961257043;8.0;0.8382472034352064;"0_prüfung_stärkung_schaffung_berücksichtigung; 1_schulen_pädagogen_weiterentwicklung_pädagogischen; 2_maßnahmen_klimaschutz_sollen_öffentliche; 3_migration_internationaler_europäischen_österreichs; 4_tourismus_verkehr_öffentlichen_einsatz; 5_pflege_menschen_familien_maßnahmen; 6_umsetzung_maßnahmen_ebene_europäischer; 7_kunst_kultur_stärken_künstler"
n_neighbors = 20 min_dist = 0.0 min_cluster = 25 min_sample = 6;20.0;0.0;25.0;6.0;0.3924893730604014;7.0;0.8516613101754968;"0_prüfung_stärkung_schaffung_berücksichtigung; 1_kunst_österreichs_kultur_integration; 2_schulen_pädagogen_weiterentwicklung_pädagogischen; 3_maßnahmen_klimaschutz_sollen_öffentliche; 4_tourismus_verkehr_öffentlichen_einsatz; 5_pflege_menschen_familien_maßnahmen; 6_umsetzung_ebene_maßnahmen_europäischer"
n_neighbors = 20 min_dist = 0.0 min_cluster = 30 min_sample = 7;20.0;0.0;30.0;7.0;0.34471573804252187;10.0;0.8331678009067103;"0_eu_österreichs_kunst_stärkung; 1_digitale_forschung_digitalen_digitalisierung; 2_schulen_pädagogen_weiterentwicklung_pädagogischen; 3_maßnahmen_klimaschutz_unternehmen_sanierung; 4_bekennt_prüfung_verantwortung_gemeinsame; 5_tourismus_verkehr_öffentlichen_einsatz; 6_evaluierung_stärkung_polizei_prüfung; 7_pflege_menschen_familien_maßnahmen; 8_prüfung_informationen_rechenschaftsberichts_transparenz; 9_umsetzung_ebene_maßnahmen_europäischer"
n_neighbors = 20 min_dist = 0.1 min_cluster = 10 min_sample = 2;20.0;0.1;10.0;2.0;0.2572315743077175;1.0;1.0000000000000002;1_sport_förderung_rahmenbedingungen_sportförderung
n_neighbors = 20 min_dist = 0.1 min_cluster = 15 min_sample = 3;20.0;0.1;15.0;3.0;0.35246274676636735;15.0;0.8071364711708806;"0_eu_kunst_österreichs_stärkung; 1_schulen_pädagogen_weiterentwicklung_pädagogischen; 2_prüfung_evaluierung_schaffung_polizei; 3_tourismus_verkehr_öffentlichen_einsatz; 4_klimaschutz_maßnahmen_öffentliche_sanierung; 5_pflege_menschen_familien_angehörige; 6_umsetzung_maßnahmen_green_klimaschutz; 7_bekennt_menschen_behinderung_verantwortung; 8_forschung_hochschulen_wissenschaft_wissenstransfer; 9_digitale_unternehmen_daten_digitalisierung; 10_gebietskörperschaften_prüfung_gemeinden_schaffung; 11_positionierung_euro_gap_bio; 12_prüfung_möglichkeit_schlepperei_verfahren; 13_digitalen_plattformen_orf_öffentlichrechtlichen; 14_mikroplastik_entlastung_steuersystem_steuer"
n_neighbors = 20 min_dist = 0.1 min_cluster = 20 min_sample = 5;20.0;0.1;20.0;5.0;0.36332434676644154;10.0;0.8232361465384426;"0_kunst_kultur_österreichs_integration; 1_prüfung_schaffung_evaluierung_stärkung; 2_schulen_weiterentwicklung_pädagogen_pädagogischen; 3_maßnahmen_klimaschutz_unternehmen_verbindliche; 4_tourismus_verkehr_öffentlichen_einsatz; 5_pflege_menschen_familien_maßnahmen; 6_digitale_digitalen_digitalisierung_verwaltung; 7_umsetzung_maßnahmen_klimaschutz_green; 8_forschung_hochschulen_wissenschaft_wissenstransfer; 9_bekennt_menschen_behinderung_startups"
n_neighbors = 20 min_dist = 0.1 min_cluster = 25 min_sample = 6;20.0;0.1;25.0;6.0;0.35808069431966005;10.0;0.8222144086023806;"0_kunst_österreichs_kultur_stärkung; 1_prüfung_evaluierung_stärkung_schaffung; 2_schulen_weiterentwicklung_pädagogen_elementarpädagogik; 3_maßnahmen_klimaschutz_unternehmen_verbindliche; 4_tourismus_verkehr_öffentlichen_einsatz; 5_pflege_menschen_familien_maßnahmen; 6_digitale_digitalen_daten_digitalisierung; 7_bekennt_prüfung_schaffung_gebietskörperschaften; 8_umsetzung_maßnahmen_klimaschutz_green; 9_forschung_hochschulen_wissenschaft_wissenstransfer"
n_neighbors = 20 min_dist = 0.1 min_cluster = 30 min_sample = 7;20.0;0.1;30.0;7.0;0.34658633302280445;9.0;0.8229987939839176;"0_kunst_kultur_österreichs_stärkung; 1_prüfung_evaluierung_stärkung_schaffung; 2_schulen_pädagogen_weiterentwicklung_pädagogischen; 3_maßnahmen_klimaschutz_unternehmen_verbindliche; 4_tourismus_verkehr_öffentlichen_einsatz; 5_pflege_menschen_familien_maßnahmen; 6_digitale_digitalen_daten_digitalisierung; 7_bekennt_prüfung_schaffung_gebietskörperschaften; 8_umsetzung_maßnahmen_klimaschutz_green"
n_neighbors = 20 min_dist = 0.25 min_cluster = 10 min_sample = 2;20.0;0.25;10.0;2.0;0.2572315743077175;1.0;1.0000000000000002;1_sport_förderung_rahmenbedingungen_sportförderung
n_neighbors = 20 min_dist = 0.25 min_cluster = 15 min_sample = 3;20.0;0.25;15.0;3.0;0.3805889527481031;13.0;0.8072181092504978;"0_prüfung_schaffung_evaluierung_möglichkeit; 1_integration_stärkung_österreichs_migration; 2_schulen_pädagogen_weiterentwicklung_pädagogischen; 3_tourismus_verkehr_öffentlichen_einsatz; 4_pflege_menschen_familien_angehörige; 5_klimaschutz_maßnahmen_sanierung_twh; 6_umsetzung_green_europa_maßnahmen; 7_forschung_hochschulen_wissenschaft_wissenstransfer; 8_bekennt_menschen_behinderung_risikokapital; 9_gebietskörperschaften_prüfung_schaffung_rahmen; 10_digitalen_bereich_plattformen_orf; 11_mikroplastik_entlastung_steuersystem_steuer; 12_positionierung_gap_bio_hohen"
n_neighbors = 20 min_dist = 0.25 min_cluster = 20 min_sample = 5;20.0;0.25;20.0;5.0;0.342107370253814;8.0;0.8384208273540574;"0_prüfung_schaffung_berücksichtigung_stärkung; 1_kunst_kultur_österreichs_stärkung; 2_schulen_pädagogen_weiterentwicklung_elementarpädagogik; 3_maßnahmen_klimaschutz_mikroplastik_verbindliche; 4_verkehr_tourismus_öffentlichen_einsatz; 5_pflege_menschen_familien_ausbau; 6_umsetzung_maßnahmen_green_europa; 7_forschung_hochschulen_wissenschaft_wissenstransfer"
n_neighbors = 20 min_dist = 0.25 min_cluster = 25 min_sample = 6;20.0;0.25;25.0;6.0;0.32878969316159834;8.0;0.8342400675805587;"0_prüfung_schaffung_stärkung_berücksichtigung; 1_kunst_kultur_österreichs_stärkung; 2_schulen_pädagogen_weiterentwicklung_elementarpädagogik; 3_bekennt_schaffung_menschen_ländern; 4_tourismus_verkehr_öffentlichen_einsatz; 5_pflege_menschen_familien_angehörige; 6_klimaschutz_maßnahmen_gas_twh; 7_umsetzung_ebene_europäischer_klimaschutz"
n_neighbors = 20 min_dist = 0.25 min_cluster = 30 min_sample = 7;20.0;0.25;30.0;7.0;0.34441125320224375;8.0;0.8274177706242438;"0_prüfung_schaffung_stärkung_berücksichtigung; 1_kunst_kultur_österreichs_europäischen; 2_schulen_pädagogen_weiterentwicklung_elementarpädagogik; 3_pflege_menschen_familien_ausbau; 4_tourismus_verkehr_öffentlichen_einsatz; 5_umsetzung_maßnahmen_klimaschutz_europa; 6_klimaschutz_maßnahmen_gas_twh; 7_bekennt_menschen_startups_kmus"
